HR,Name,DM,glon,glat,vmag,spectype,parallax,Dmag,Sep,,
6850,36    Dra,BD+64 1252,93.97,28.29,5.03,F5V,0.047,,,,21.27659574
6859,19Del Sgr,CD-2914834,3,-7.15,2.7,K3-IIIa*,0.047,10.2,58.1,,21.27659574
7454,,BD-14 5479,25.05,-16.56,5.47,F5V,0.047,,,,21.27659574
7670,,BD+29 3872,67.41,-0.66,5.71,G6IV+M6V,0.047,9.8,179,,21.27659574
7822,11Rho Cap,BD-18 5689,26.8,-29.27,4.78,F2IV,0.047,1.7,249.5,,21.27659574
8351,51Mu  Cap,BD-14 6149,41.88,-46.35,5.08,F1III,0.047,,,,21.27659574
197,,BD-22  127,106.02,-84.66,5.24,F1III-IV,0.048,,,,20.83333333
591,Alp Hyi,CP-62  162,289.45,-53.76,2.86,F0V,0.048,,,,20.83333333
1457,87Alp Tau,BD+16  629,180.97,-20.25,0.85,K5+III,0.048,9.8,121.7,,20.83333333
2102,,CP-63  498,272.38,-30.42,4.65,K1III-IV,0.048,,,,20.83333333
2740,,CD-46 2977,257.72,-16.02,4.49,F0IV,0.048,,,,20.83333333
3992,,CD-35 6194,269.69,16.36,6.13,F8V,0.048,4.7,2.3,,20.83333333
4158,,BD-11 2918,258.78,38.82,5.7,F7V,0.048,5.1,14.4,,20.83333333
4357,68Del Leo,BD+21 2298,224.22,66.83,2.56,A4V,0.048,6,191.4,,20.83333333
5001,57    Vir,BD-19 3653,310.77,42.56,5.22,K1III-IV,0.048,,,,20.83333333
5312,50    Hya,CD-2610158,324.34,32.21,5.08,K3III,0.048,,,,20.83333333
5350,21Iot Boo,BD+52 1784,95.23,60.96,4.75,A9V,0.048,3.5,38.7,,20.83333333
5977,Xi  Sco,BD-10 4237,0.02,29.42,5.07,F5IV,0.048,0.2,1.2,,20.83333333
5978,Xi  Sco,BD-10 4237,0.02,29.42,4.77,F5IV,0.048,0.2,1.2,,20.83333333
6710,57Zet Ser,BD-03 4217,23.73,9.59,4.62,F2IV,0.048,,,,20.83333333
7560,54Omi Aql,BD+10 4073,49.14,-8.19,5.11,F8V,0.048,8.3,14.4,,20.83333333
7875,Phi2Pav,CP-60 7419,335.98,-36.63,5.12,F8V,0.048,,,,20.83333333
8061,,CP-73 2192,320.01,-35.61,5.68,F8-G0V,0.048,0,0.1,,20.83333333
88,9    Cet,BD-13   60,97.34,-73.64,6.39,G2V,0.049,5.4,202.1,,20.40816327
136,Bet3Tuc,CP-63   52,306.54,-53.97,5.09,A0V,0.049,0.2,0.1,,20.40816327
209,,CD-48  176,305.68,-69.54,5.8,G1V,0.049,7.7,14.3,,20.40816327
337,43Bet And,BD+34  198,127.1,-27.1,2.06,M0+IIIa,0.049,10.1,80.4,,20.40816327
617,13Alp Ari,BD+22  306,144.57,-36.2,2,K2-IIICa-1,0.049,,,,20.40816327
1278,50    Per,BD+37  882,160.27,-10.15,5.51,F7V,0.049,,,,20.40816327
1998,14Zet Lep,BD-14 1232,219.4,-20.83,3.55,A3Vn,0.049,,,,20.40816327
2401,,BD+79  212,134.59,26.41,5.45,F8V,0.049,,,,20.40816327
2548,,CD-46 2703,256.12,-19.6,5.14,F5V,0.049,,,,20.40816327
4328,,CD-29 8875,277.74,27.59,6.54,G2V,0.049,,,,20.40816327
4486,,BD+45 1947,157.05,66.91,6.44,G0V,0.049,1.9,9.4,,20.40816327
4758,,BD-12 3647,294.98,49.15,6.35,G0V,0.049,2.7,1.5,,20.40816327
5148,,BD+51 1859,104.46,64.82,6.32,F7-9V,0.049,4.3,17.6,,20.40816327
5287,49Pi  Hya,CD-2610095,323,33.25,3.27,K2-III-IIIbFe-0.5,0.049,,,,20.40816327
5497,54    Hya,CD-2411661,333.13,30.63,4.94,F2III-IV,0.049,2,8.5,,20.40816327
5824,42    Lib,CD-2312458,345.53,24.77,4.96,K3IIICN1,0.049,,,,20.40816327
7312,59    Dra,BD+76  717,108.08,25.31,5.13,A9V,0.049,,,,20.40816327
7534,17    Cyg,BD+33 3587,68.81,4.44,4.99,F7V,0.049,3.5,26,,20.40816327
7631,,CD-3414082,7.29,-28.18,5.66,F7V,0.049,,,,20.40816327
7920,Eta Ind,CP-5211752,346.69,-38.16,4.51,A7III-IV-A9,0.049,,,,20.40816327
8309,78Mu 1Cyg,BD+28 4169,80.58,-18.34,4.73,F6V,0.049,1.3,2,,20.40816327
8310,78Mu 2Cyg,BD+28 4169,80.58,-18.34,6.08,G2V,0.049,1.3,2,,20.40816327
8450,26The Peg,BD+05 4961,67.41,-38.71,3.53,A2Vp,0.049,,,,20.40816327
8841,91Psi1Aqr,BD-09 6156,67.07,-61.11,4.21,K0III,0.049,4.8,49.2,,20.40816327
6,,CD-4914337,321.61,-66.38,5.7,G1IV,0.05,5.7,5.4,,20
705,Del Hyi,CP-69  113,291.25,-46.37,4.09,A3V,0.05,,,,20
1666,67Bet Eri,BD-05 1162,205.34,-25.31,2.79,A3III,0.05,8,116.7,,20
1673,68    Eri,BD-04 1056,204.83,-24.83,5.12,F2V,0.05,,,,20
2251,,BD+05 1168,204.47,-5.23,5.71,F9V,0.05,3.9,189.7,,20
3974,21    LMi,BD+35 2110,189.47,54.26,4.48,A7V,0.05,,,,20
4134,,CP-53 3909,283.04,3.66,4.89,F6V,0.05,3.5,46.4,,20
5530,8Alp1Lib,BD-15 3965,340.31,38.07,5.15,F4IV,0.05,0.4,0,,20
7914,,BD+19 4484,63.85,-13.22,6.45,G5V,0.05,5.1,93.7,,20
8961,16Lam And,BD+45 4283,109.9,-14.53,3.82,G8III-IV,0.05,6.5,217.6,,20
265,28Ups2Cas,BD+58  138,123.6,-3.68,4.63,G8IIIbFe-0.5,0.051,,,,19.60784314
2500,,CD-31 3640,241.29,-15.08,5.92,F6V,0.051,,,,19.60784314
3477,,CD-42 4569,262.54,0.05,4.07,G5III,0.051,7.1,45.3,,19.60784314
3485,Del Vel,CP-54 1788,272.08,-7.37,1.96,A1V,0.051,3,2.2,,19.60784314
3615,Alp Vol,CP-65 1065,282.71,-13,4,A2-3IVm,0.051,,,,19.60784314
4343,11Bet Crt,BD-22 3095,274.78,34.53,4.48,A2III,0.051,,,,19.60784314
5168,1    Cen,CD-32 9603,315.86,28.46,4.23,F3IV,0.051,,,,19.60784314
5356,,CD-2510271,326.53,33.01,5.87,F5V,0.051,5.1,64,,19.60784314
5443,,CP-67 2616,312.69,-7.1,6.04,F7V,0.051,,,,19.60784314
5566,,CD-48 9494,323.4,8.91,6.35,G3-5V,0.051,,,,19.60784314
5986,13The Dra,BD+58 1608,90.18,44.58,4.01,F8IV,0.051,,,,19.60784314
6132,14Eta Dra,BD+61 1591,92.58,40.95,2.74,G8-IIIab,0.051,4.8,564.9,,19.60784314
7943,Iot Mic,CD-4414145,356.83,-39.02,5.11,F1IV,0.051,10.4,4.3,,19.60784314
8830,7    And,BD+48 3964,106.87,-10.36,4.52,F0V,0.051,,,,19.60784314
9074,,BD+32 4747,110.72,-27.91,6.58,G0V,0.051,0.2,1.5,,19.60784314
9075,,BD+32 4747,110.72,-27.91,6.58,G0V,0.051,0.2,1.5,,19.60784314
804,86Gam Cet,BD+02  422,168.92,-49.38,3.47,A3V,0.052,2.7,2.8,,19.23076923
1637,9    Aur,BD+51 1024,157.06,6.51,5,F0V,0.052,4.4,90.1,,19.23076923
2550,Alp Pic,CP-61  720,271.92,-24.1,3.27,A7IV,0.052,,,,19.23076923
2667,,CD-43 2906,254.09,-16.22,5.54,G3V,0.052,1.2,21,,19.23076923
2668,,CD-43 2907,254.09,-16.22,6.79,K0V,0.052,1.2,21,,19.23076923
3395,,BD+07 1997,219.12,26.2,5.99,F8V,0.052,1.2,10.3,,19.23076923
3396,,BD+07 1997,219.12,26.21,7.25,G5V,0.052,1.2,10.3,,19.23076923
3775,25The UMa,BD+52 1401,165.45,45.66,3.17,F6IV,0.052,10.7,4.1,,19.23076923
3808,,BD-20 2936,252.97,21.98,5.01,K0IV,0.052,,,,19.23076923
4054,40    Leo,BD+20 2466,217.12,54.48,4.79,F6IV,0.052,,,,19.23076923
4363,,BD+53 1480,151.12,58.82,6.5,F6V+F9V,0.052,1.7,12.7,,19.23076923
4399,78Iot Leo,BD+11 2348,247.6,63.55,3.94,F4IV,0.052,2.8,1.1,,19.23076923
4557,,CD-37 7536,290.66,23.76,6.46,F7V,0.052,1.3,1.1,,19.23076923
4775,8Eta Crv,BD-15 3489,296.19,46.42,4.31,F2III-IV,0.052,,,,19.23076923
6378,35Eta Oph,BD-15 4467,6.72,14.01,2.43,A2V,0.052,0.4,0.3,,19.23076923
7061,110    Her,BD+20 3926,50.79,10.43,4.19,F6V,0.052,9.2,63.8,,19.23076923
8665,46Xi  Peg,BD+11 4875,81.28,-40.39,4.19,F6III-IV,0.052,7.5,145,,19.23076923
8767,Pi  PsA,CD-3515630,7.99,-65.72,5.11,F0V+F3V,0.052,,,,19.23076923
72,,BD-08   38,99.29,-69.4,6.46,G0V,0.053,,,,18.86792453
1427,,BD+15  637,180.38,-21.45,4.78,A6IV,0.053,0,0,,18.86792453
3318,Alp Cha,CP-76  507,289.86,-21.68,4.07,F5III,0.053,,,,18.86792453
3871,The Ant,CD-27 6881,259.89,19.06,4.79,A8V+F7II-III,0.053,0.2,0.1,,18.86792453
3951,20    LMi,BD+32 1964,195.01,52.86,5.36,G3VaHdel 1,0.053,3.2,407,,18.86792453
4098,,BD+49 1961,165.08,54.91,6.44,F9V,0.053,6,4.7,,18.86792453
4295,48Bet UMa,BD+57 1302,149.17,54.8,2.37,A1V,0.053,,,,18.86792453
4531,,BD+15 2381,251.07,70.53,5.88,F0V,0.053,2.4,1.1,,18.86792453
4616,Eta Cru,CP-63 2145,298.18,-2.15,4.15,F2III,0.053,7.5,44,,18.86792453
4979,,CD-37 8437,307.43,24.89,4.85,G3V,0.053,,,,18.86792453
4989,,CP-58 4740,305.87,3.64,4.92,F7IV,0.053,5.3,2.7,,18.86792453
5670,Bet Cir,CP-58 5875,320.89,-1.12,4.07,A3V,0.053,,,,18.86792453
5854,24Alp Ser,BD+06 3088,14.2,44.08,2.65,K2IIIbCN1,0.053,8.3,58.2,,18.86792453
6761,Iot Pav,CP-62 5797,332.21,-19.17,5.49,G0V,0.053,,,,18.86792453
6913,22Lam Sgr,CD-2513149,7.66,-6.52,2.81,K1+IIIb,0.053,,,,18.86792453
8254,Nu  Oct,CP-77 1510,314.29,-35.19,3.76,K0III,0.053,,0.1,,18.86792453
8447,15Tau PsA,CD-3315941,14.12,-54.81,4.92,F6V,0.053,,,,18.86792453
1101,10    Tau,BD-00  572,185.12,-41.66,4.28,F9IV-V,0.054,10,396,,18.51851852
1686,,BD+79  169,133.74,22.65,5.05,F6V,0.054,3.7,10.4,,18.51851852
2906,,BD-21 2007,237.5,-1.19,4.45,F6IV,0.054,,,,18.51851852
3598,,CP-58 1327,276.79,-8.57,5.16,F3V,0.054,6.8,26.2,,18.51851852
4251,,BD-19 3125,268.69,34.78,5.24,F6V,0.054,4,124.5,,18.51851852
4414,83    Leo,BD+03 2502,259.28,58.52,6.5,K0IV,0.054,1.1,28.5,,18.51851852
4968,42Alp Com,BD+18 2697,327.96,79.49,5.22,F5V,0.054,0.1,0.2,,18.51851852
4969,42Alp Com,BD+18 2697,327.96,79.49,5.22,F5V,0.054,0.1,0.2,,18.51851852
6094,,CD-3810983,341.62,7.21,5.4,G5V,0.054,,,,18.51851852
6516,,BD-00 3300,22.4,17.44,5.31,G9IV-VHdel 1,0.054,0.1,0.7,,18.51851852
6636,31Psi1Dra,BD+72  804,102.97,31.03,4.58,F5IV-V,0.054,1.2,30.2,,18.51851852
6637,31Psi1Dra,BD+72  805,102.98,31.03,5.79,G0V,0.054,1.2,30.2,,18.51851852
7226,Gam CrA,CD-3713048,0.16,-18.73,4.93,F8V,0.054,0.1,1.6,,18.51851852
7227,Gam CrA,CD-3713048,0.16,-18.73,4.99,F8V,0.054,0.1,1.6,,18.51851852
7644,,CP-67 3703,328.48,-31.98,6.07,G3V,0.054,,,,18.51851852
1649,Eta1Pic,CD-49 1541,255.64,-37.63,5.38,F2V,0.055,7.6,10.4,,18.18181818
2208,,BD+10 1050,199.1,-3.5,6.45,G2V,0.055,,,,18.18181818
2484,31Xi  Gem,BD+13 1396,200.74,4.5,3.36,F5III,0.055,,,,18.18181818
2569,37    Gem,BD+25 1496,190.42,12.06,5.73,G0V,0.055,,,,18.18181818
3220,,CP-60 1074,274.97,-14.95,4.76,F5V,0.055,,,,18.18181818
4013,,CD-32 7158,268.58,19.1,6.38,G1V,0.055,,,,18.18181818
4325,,CP-61 2067,291.12,-1.98,4.61,G8III,0.055,,,,18.18181818
6538,,BD+34 2989,58.58,30.43,6.56,G5V,0.055,,,,18.18181818
8060,22Eta Cap,BD-20 6115,28.05,-37.86,4.84,A5V,0.055,1.3,0.3,,18.18181818
8130,65Tau Cyg,BD+37 4240,82.85,-7.43,3.72,F2IV,0.055,2.5,1,,18.18181818
366,37    Cet,BD-08  216,139.8,-70.04,5.13,F5V,0.056,2.7,49.8,,17.85714286
573,,CP-52  242,280.76,-62.45,6.1,F6-7V,0.056,,,,17.85714286
772,Lam2For,CD-35  903,237.68,-66.24,5.79,G5IV,0.056,,,,17.85714286
3616,13Sig2UMa,BD+67  577,146.87,38.11,4.8,F6IV,0.056,3.5,2.8,,17.85714286
4784,,BD+34 2333,153.19,82.68,6.24,K0III,0.056,,,,17.85714286
4889,,CD-39 7893,303.34,22.69,4.27,A7III,0.056,,,,17.85714286
5463,Alp Cir,CP-64 2977,314.34,-4.59,3.19,ApSrEuCr:,0.056,5.4,15.6,,17.85714286
5914,1Chi Her,BD+42 2648,67.68,50.33,4.62,F8VFe-2Hdel -1,0.056,,,,17.85714286
6102,Gam Aps,CP-78 1103,312.69,-20.51,3.89,G8-K0III,0.056,,,,17.85714286
7469,13The Cyg,BD+49 3062,82.66,13.85,4.48,F4V,0.056,6.9,48.4,,17.85714286
8148,,CD-2615541,21.19,-43.11,6.56,G5V,0.056,3,2.5,,17.85714286
544,2Alp Tri,BD+28  312,138.64,-31.4,3.41,F6IV,0.057,8.6,222.3,,17.54385965
962,94    Cet,BD-01  457,181.5,-47.34,5.06,F8V,0.057,6.4,3.2,,17.54385965
1249,,BD-00  632,190.74,-36.87,5.38,F5V,0.057,,,,17.54385965
1374,,CD-26 1642,223.73,-43.3,6.01,F0IV-V,0.057,0.3,0.6,,17.54385965
3270,,CD-36 4449,254.78,-0.42,4.45,A7III,0.057,,,,17.54385965
3297,1    Hya,BD-03 2333,227.5,18.74,5.61,F3V,0.057,,,,17.54385965
6549,Pi  Ara,CP-54 8403,337.24,-12.04,5.25,A5IV-V,0.057,,,,17.54385965
7162,,BD+32 3267,63.35,13.27,5.22,F9V,0.057,2.2,0.7,,17.54385965
7368,,BD+32 3411,66.07,8.38,6.37,G8V,0.057,,,,17.54385965
7949,53Eps Cyg,BD+33 4018,75.94,-5.71,2.46,K0-III,0.057,9.3,54.9,,17.54385965
8425,Alp Gru,CD-4714063,350,-52.47,1.74,B7IV,0.057,10.1,28.4,,17.54385965
8544,53    Aqr,BD-17 6520,42.55,-54.98,6.57,G2V,0.057,0.2,3.3,,17.54385965
8545,53    Aqr,BD-17 6521,42.55,-54.98,6.35,G1V,0.057,0.2,3.3,,17.54385965
176,,CP-60   46,305.56,-57.61,5.89,G1V,0.058,,,,17.24137931
566,Chi Eri,CP-52  241,280.88,-62.67,3.7,G8IIIbCNIV,0.058,6.5,4.8,,17.24137931
1503,Bet Cae,CD-37 1867,239.92,-40.91,5.05,F1V,0.058,,,,17.24137931
2429,7Nu 2CMa,BD-19 1502,228.69,-11.8,3.95,K1III,0.058,,,,17.24137931
3712,,CP-68  918,285.44,-13.45,5.39,F4V,0.058,0,0.1,,17.24137931
5531,9Alp2Lib,BD-15 3966,340.33,38.01,2.75,A3IV,0.058,0.4,0,,17.24137931
6733,69Tau Oph,BD-08 4549,20.06,6.87,5.94,F5V,0.058,0.7,1.9,,17.24137931
6734,69Tau Oph,BD-08 4549,20.06,6.87,5.24,F2V,0.058,0.7,1.9,,17.24137931
6869,58Eta Ser,BD-02 4599,26.91,5.36,3.26,K0III-IV,0.058,8.7,179.7,,17.24137931
8123,7Del Equ,BD+09 4746,60.5,-25.65,4.49,F5V+G0V,0.058,0.3,0.2,,17.24137931
8531,,CP-58 7954,332.61,-50.04,5.32,G3IV,0.058,7.6,81,,17.24137931
919,11Tau3Eri,CD-24 1387,213.54,-60.29,4.09,A4IV,0.059,,,,16.94915254
1173,27Tau6Eri,CD-23 1565,217.34,-50.32,4.23,F3III,0.059,,,,16.94915254
2643,,BD+29 1441,187.43,15.32,5.93,G4V,0.059,,,,16.94915254
3421,,CD-39 4574,259.76,0.53,6.55,G4IV-V,0.059,,,,16.94915254
4257,,CP-58 2834,288.18,0.6,3.78,K1III,0.059,2.7,153.9,,16.94915254
5068,69    Vir,BD-15 3668,315.45,46.02,4.76,K0-III-IVCN2Fe0.5,0.059,,,,16.94915254
5185,4Tau Boo,BD+18 2782,358.95,73.88,4.5,F6IV,0.059,7.5,5,,16.94915254
5273,,BD+11 2625,352.46,66.45,6.3,G8V,0.059,,,,16.94915254
6748,,CD-3612214,356.04,-7.33,5.95,G5V,0.059,,,,16.94915254
7260,,BD+16 3752,49.8,4.07,6.07,G5V,0.059,4.5,21.5,,16.94915254
7373,31    Aql,BD+11 3833,47.36,-1.86,5.16,G8IVHdel 1,0.059,3.5,105.6,,16.94915254
142,13    Cet,BD-04   62,112.89,-66.15,5.2,F8V,0.06,0.7,0.3,,16.66666667
1083,Kap Ret,CP-63  234,278.36,-45.94,4.72,F5IV-V,0.06,6,60,,16.66666667
4694,,BD+26 2329,220.37,82.95,6.15,F0IV,0.06,,,,16.66666667
5825,,CD-4410310,331.96,8.44,4.64,F5IV-V,0.06,,,,16.66666667
6595,58    Oph,BD-21 4712,5.94,4.21,4.87,F6V,0.06,1.8,0,,16.66666667
6775,99    Her,BD+30 3128,56.97,22.3,5.04,F7V,0.06,3.4,1.7,,16.66666667
7672,15    Sge,BD+16 4121,56.56,-7.55,5.8,G1V,0.06,0.9,203.7,,16.66666667
188,16Bet Cet,BD-18  115,111.31,-80.68,2.04,G9.5IIICH-1,0.061,,,,16.39344262
377,Kap Tuc,CP-69   45,299.66,-48.1,4.86,F6IV,0.061,2.2,5.2,,16.39344262
1338,Gam Dor,CD-51 1066,259.84,-44.79,4.25,F4III,0.061,,,,16.39344262
1656,104    Tau,BD+18  779,183.83,-12.94,5,G4V,0.061,0.1,0.1,,16.39344262
2020,Bet Pic,CD-51 1620,258.37,-30.61,3.85,A5V,0.061,,,,16.39344262
2777,55Del Gem,BD+22 1645,195.98,15.89,3.53,F2IV,0.061,2,0.2,,16.39344262
3262,18Chi Cnc,BD+27 1589,195.78,30.47,5.14,F6V,0.061,,,,16.39344262
4660,69Del UMa,BD+57 1363,132.57,59.42,3.31,A3V,0.061,6.6,189.6,,16.39344262
5384,,BD+01 2920,347.17,56.02,6.27,G1V,0.061,,,,16.39344262
5727,2Eta CrB,BD+30 2653,47.54,56.73,5.58,G0V,0.061,0.3,0.5,,16.39344262
5728,2Eta CrB,BD+30 2653,47.54,56.73,6.08,G3V,0.061,0.3,0.5,,16.39344262
6445,40Xi  Oph,BD-20 4731,3.59,8.92,4.39,F1III-IV,0.061,4.5,3.7,,16.39344262
458,50Ups And,BD+40  332,132,-20.66,4.09,F8V,0.062,8.4,114,,16.12903226
2493,,CD-27 3248,237.03,-13.42,6.45,G2V,0.062,,,,16.12903226
2852,62Rho Gem,BD+32 1562,187.14,21.34,4.18,F0V,0.062,3.4,220.4,,16.12903226
3064,9    Pup,BD-13 2267,232.27,6.62,5.17,G0V:,0.062,0.7,0.4,,16.12903226
3138,,CP-59  944,273.38,-15.69,5.6,G0V,0.062,4.3,60,,16.12903226
4039,39    Leo,BD+23 2207,210.81,55.01,5.82,F8Vb w,0.062,6,7.6,,16.12903226
5028,Iot Cen,CD-36 8497,309.42,25.79,2.75,A2V,0.062,,,,16.12903226
5209,,CD-2311329,319.96,36.49,6.45,G5V,0.062,,,,16.12903226
6060,18    Sco,BD-07 4242,4.7,29.16,5.5,G2Va,0.062,7.7,25.8,,16.12903226
6315,19    Dra,BD+65 1157,95.68,36.47,4.89,F6V,0.062,,,,16.12903226
7597,58Ome Sgr,CD-2614637,14.86,-25.04,4.7,G5V,0.062,,,,16.12903226
1262,39    Tau,BD+21  587,171.44,-22.1,5.9,G5V,0.063,2.7,170.1,,15.87301587
3430,,BD-22 2345,245.9,11.31,5.05,G6IV,0.063,1.3,0.8,,15.87301587
4845,10    CVn,BD+40 2570,128.81,77.78,5.95,G0V,0.063,,,,15.87301587
6380,Eta Sco,CD-4311485,344.37,-2.3,3.33,F3III-IVp,0.063,,,,15.87301587
7232,,CD-3713049,359.46,-19.08,6.16,G5IV,0.063,,,,15.87301587
652,Mu  For,CD-31  882,229.19,-71.84,5.28,B9V,0.064,,,,15.625
1504,,CP-59  370,268.6,-39.73,6.53,G5V,0.064,0.2,2.7,,15.625
3018,,CD-33 4113,249.13,-4.81,5.37,G0V,0.064,,,,15.625
3650,81Pi 1Cnc,BD+15 2003,214.66,37.86,6.51,G9V,0.064,0,0.1,,15.625
3684,,CD-36 5505,262.52,8,4.62,F5III,0.064,9.8,11.3,,15.625
4525,,CD-29 9337,286.84,30.58,6.48,G5V,0.064,,,,15.625
5603,20Sig Lib,CD-2411834,337.22,28.62,3.29,M3-III,0.064,,,,15.625
5634,45    Boo,BD+25 2873,36.45,59.48,4.93,F5V,0.064,4.9,244.1,,15.625
8974,35Gam Cep,BD+76  928,118.99,15.31,3.21,K1III-IV,0.064,,,,15.625
235,19Phi2Cet,BD-11  153,121.81,-73.51,5.19,F7IV-V,0.065,,,,15.38461538
1747,,BD-18 1051,219.88,-28.33,5.96,G0V,0.065,7.8,46,,15.38461538
3786,Psi Vel,CD-39 5580,266.78,7.91,3.6,F3IV+F0IV,0.065,0.5,0.7,,15.38461538
5288,5The Cen,CD-35 9260,319.46,24.08,2.06,K0-IIIb,0.065,12,69.9,,15.38461538
8314,,BD+14 4668,69.86,-28.27,5.94,G0V,0.065,,,,15.38461538
25,Eps Phe,CD-46   18,324.34,-69.6,3.88,K0III,0.066,,,,15.15151515
244,,BD+60  124,123.13,-1.75,4.82,F8V,0.066,5.5,129.7,,15.15151515
1729,15Lam Aur,BD+39 1248,167.67,1.54,4.71,G1.5IV-VFe-1,0.066,4.9,146.6,,15.15151515
2085,16Eta Lep,BD-14 1286,219.76,-18.47,3.71,F1III,0.066,,,,15.15151515
5699,Nu 2Lup,CD-47 9919,327.1,7.37,5.65,G3-5V,0.066,,,,15.15151515
8,,BD+28 4704,111.26,-32.83,6.13,K0V,0.067,2.6,158.6,,14.92537313
33,6    Cet,BD-16   17,82.24,-75.06,4.89,F7V,0.067,,,,14.92537313
1355,Eps Ret,CP-59  324,270.2,-42.56,4.44,K2IVa,0.067,8.1,13.8,,14.92537313
1780,111    Tau,BD+17  920,187.2,-10.29,4.99,F8V,0.067,2.9,85.7,,14.92537313
2890,66Alp Gem,BD+32 1581,187.44,22.48,2.88,A2Vm,0.067,0.9,2,,14.92537313
2891,66Alp Gem,BD+32 1581,187.44,22.48,1.98,A1V,0.067,0.9,2,,14.92537313
6556,55Alp Oph,BD+12 3252,35.9,22.57,2.08,A5III,0.067,,0.1,,14.92537313
7783,,BD+66 1281,100.45,16.92,5.93,G3V,0.067,,,,14.92537313
8635,,CD-4714307,345.74,-57.8,5.98,G0V,0.067,4,7.8,,14.92537313
2483,56Psi5Aur,BD+43 1595,172.36,17.52,5.25,G0V,0.068,3.4,36.2,,14.70588235
5447,28Sig Boo,BD+30 2536,45.62,67.2,4.46,F2V,0.068,5.3,237.1,,14.70588235
8162,5Alp Cep,BD+61 2111,101,9.17,2.44,A7V,0.068,9.1,206.8,,14.70588235
370,Nu  Phe,CD-46  346,290.1,-71,4.96,F8V,0.069,,,,14.49275362
810,Iot Hor,CD-51  641,268.82,-58.33,5.41,G0V,0.069,,,,14.49275362
2612,,CD-35 3233,245.83,-14.26,6.23,F8IV-V,0.069,0.2,0.2,,14.49275362
5534,,BD+24 2786,32.76,63.06,5.85,G0-2V,0.069,,,,14.49275362
5933,41Gam Ser,BD+16 2849,27.75,45.71,3.85,F6V,0.069,6.6,201.5,,14.49275362
6458,72    Her,BD+32 2896,55.88,32.31,5.39,G0V,0.069,5.1,230,,14.49275362
6573,26    Dra,BD+61 1678,91,32.65,5.23,G0Va,0.069,2.8,0.6,,14.49275362
3579,,BD+42 1956,179.8,41.19,3.97,F5V,0.07,2,0.3,,14.28571429
4623,1Alp Crv,CD-2410174,290.66,37.12,4.02,F2III-IV,0.07,,,,14.28571429
7602,60Bet Aql,BD+06 4357,46.13,-11.09,3.71,G8IV,0.07,7.7,175,,14.28571429
7898,,CD-2416193,21.25,-33.77,6.37,G8V,0.07,,,,14.28571429
7957,3Eta Cep,BD+61 2050,97.86,11.64,3.43,K0IV,0.071,8.2,51.7,,14.08450704
21,11Bet Cas,BD+58    3,117.52,-3.27,2.27,F2III-IV,0.072,11.3,31.3,,13.88888889
100,Kap Phe,CD-44  101,318.42,-72.68,3.94,A7V,0.072,,,,13.88888889
781,83Eps Cet,BD-12  501,187.19,-60.41,4.84,F5V+F6V,0.072,0.2,0.1,,13.88888889
818,1Tau1Eri,BD-19  518,200.83,-62.53,4.47,F6V,0.072,,,,13.88888889
3759,31Tau1Hya,BD-02 2901,236.23,32.86,4.6,F6V,0.072,3,65.7,,13.88888889
4277,47    UMa,BD+41 2147,175.78,63.37,5.05,G1-VFe-0.5,0.072,,,,13.88888889
5404,23The Boo,BD+52 1804,93.84,59.65,4.05,F7V,0.072,7,69.5,,13.88888889
6998,,BD-21 5081,12.73,-6.8,5.86,G4V,0.072,,,,13.88888889
7377,30Del Aql,BD+02 3879,39.62,-6.13,3.36,F3IV,0.072,7.5,108.9,,13.88888889
1708,13Alp Aur,BD+45 1077,162.58,4.57,0.08,G5IIIe+G0III,0.073,0.5,0,,13.69863014
3391,3Pi 1UMa,BD+65  643,150.55,35.7,5.64,G1.5Vb,0.073,,,,13.69863014
3881,,BD+46 1551,172.78,49.43,5.09,G0.5Va,0.073,,,,13.69863014
8323,,CD-4713928,350.88,-49.1,5.58,G0V,0.073,3,55,,13.69863014
553,6Bet Ari,BD+20  306,142.24,-39.68,2.64,A5V,0.074,,,,13.51351351
3079,,CD-34 4036,250.27,-3.88,5.01,F5V,0.074,3.6,3,,13.51351351
3522,55Rho1Cnc,BD+28 1660,196.79,37.71,5.95,G8V,0.074,7,85,,13.51351351
8729,51    Peg,BD+19 5036,90.06,-34.73,5.49,G2.5IVa,0.074,,,,13.51351351
963,Alp For,CD-29 1177,224.75,-59.04,3.87,F8V,0.075,2.7,3.6,,13.33333333
3569,9Iot UMa,BD+48 1707,171.51,40.84,3.14,A7IV,0.075,7.2,3.9,,13.33333333
5864,,CD-3710500,337.17,12.99,6.01,G6V,0.075,6.6,14.6,,13.33333333
7578,,CD-2415668,17.18,-23.91,6.18,K2V,0.075,4,31.5,,13.33333333
8969,17Iot Psc,BD+04 5035,92.46,-52.96,4.13,F7V,0.075,8.7,69.9,,13.33333333
159,,CD-25  225,68.68,-86.03,5.57,G8V,0.076,0.2,0.5,,13.15789474
695,Kap For,CD-24 1038,208.85,-69.21,5.2,G0Va,0.077,,,,12.98701299
799,13The Per,BD+48  746,141.16,-9.61,4.12,F8V,0.077,5.6,19.6,,12.98701299
4112,36    UMa,BD+56 1459,154.29,51.7,4.84,F8V,0.077,3.4,139,,12.98701299
6585,Mu  Ara,CD-5111094,340.06,-11.5,5.15,G3IV-V,0.077,,,,12.98701299
